Name,Genres,Studios,Synopsis,Score
Fuse: Teppou Musume no Torimonochou,"Action, Drama, Supernatural",TMS Entertainment,"In Kyokutei Bakin's classic Japanese epic novel Nansou Satomi Hakkenden, eight samurai serve the Satomi clan during Japan's tumultuous Sengoku (Warring States) era. The Edo-era samurai are the reincarnations of the spirits that Princess Fuse mothered with a dog named Yatsufusa. In Fuse Gansaku: Satomi Hakkenden, the female hunter Hamaji comes to her brother in order to hunt Fuse. Thus, the karmic cycle of retribution that began long ago with the Satomi family begins anew.

(Source: ANN)",7.31
Chouyaku Hyakuninisshu: Uta Koi.,"Comedy, Romance",TYO Animations,"Uta Koi tells the ""super-liberal interpretation"" of the Hyakuninisshu anthology compiled during Japan's Heian period of 100 romantic poems from 100 different poets such as The Tale of Genji's Murasaki Shikibu.",7.44
High School DxD Specials,"Comedy, Romance, Ecchi",TNK,"A series of 3-5 minute specials that were bundled with the HighSchool DxD DVD and Blu-rays. They are a stand alone set of episodes that are not a part of any story line in particular.

Special 1: Going Sunbathing! - The Occult Research Club goes on a beach outing.

Special 2: Issei's Private Training! - Issei is being given lessons in magic by Akeno.

Special 3: A Little Bold, Koneko-Chan... Nyan! - Koneko accidentally has her personality reversed magically, making her incredibly sexually active and reversing her sexual preference.

Special 4: The Untold Story of The Dress Break's Birth! - A few flashbacks of how Issei first found out and eventually perfected his special move, Dress Break.

Special 5: Making Udon! - As part of a penalty for losing a bet, Sona and Tsubaki make udon for the Occult Research Club but the udon comes to life in a peculiar way...

Special 6: Asia Transforms! - Asia wants to prove she is just as bad as any demon by using ideas found in Issei's magazines, going as far as dressing up like a harlot and seducing him.

(Source: Wikipedia)",7.27
Rakuen Tsuihou,"Action, Sci-Fi",Graphinica,"In a future where a massive disaster has devastated Earth, most of humanity has abandoned their physical bodies and relocated in digital form to DEVA, an advanced space station orbiting the ravaged planet. Free from the limitations of traditional existence, such as death and hunger, the inhabitants of this virtual reality reside in relative peace until Frontier Setter, a skilled hacker, infiltrates the system and spreads subversive messages to the populace.

Labeled a threat to security by authorities, Frontier Setter is pursued by Angela Balzac, a dedicated member of DEVA's law enforcement. When the hacker's signal is traced to Earth, Angela takes on physical form, transferring her consciousness to a clone body and traveling to the world below in order to deal with the menace. On Earth, she is assisted by Dingo, a charismatic agent, and during her journey to uncover the mystery behind Frontier Setter, she gradually discovers startling realities about the wasteland some of humanity still refers to as home, as well as the paradise above.",7.3
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,"Comedy, Supernatural",David Production,Unaired episode released with the seventh volume of the Blu-ray &amp; DVD. It consists of three short episodes newly written by the manga author Fujiwara Cocoa. Fujiwara also designed a new character called Hana-chan for the episode.,7.54
Moyashimon Returns,"Comedy, Gourmet, Supernatural","Telecom Animation Film, Shirogumi","In the second season the story continues exactly where it left off previously. Professor Itsuki's Fermentation Cellar and laboratory is ready for operation and with Sawaki Tadayasu's unique gift to see and communicate with microbes to help, Itsuki's motley group of students begin to process different fermented products like soy sauce and sake.

(Source: ANN)",7.21
Sakasama no Patema: Beginning of the Day,Sci-Fi,"Studio Rikka, Purple Cow Studio Japan","Despite leading a peaceful life as the princess of a subterraneous colony, teenage Patema longs to escape her cramped industrial confines and experience someplace different. While satiating her curiosity by exploring a region known as the ""danger zone,"" she is startled by a cloaked figure and falls into the darkness of an abyss.

Awakening with the sky below her feet and the ground hanging above, Patema finds herself clinging to a fence at the mercy of a seemingly reversed gravity. Although a nearby student named Age is able to rescue her, they are left wondering which of the two is actually upside down.",7.34
Hyouka: Motsubeki Mono wa,"Mystery, Slice of Life",Kyoto Animation,"It's another regular day, with Houtarou Oreki sitting at home as usual; that is until his sister Tomoe ropes him into working as a lifeguard at the local swimming pool. Upon reaching the pool, Oreki coincidentally meets the other members of the Classics Club. Eru Chitanda notices that a white object that was on a woman's ear a while ago suddenly disappeared, which leaves her curious about the mystery behind it.

Hyouka: Motsubeki Mono wa features Oreki and the rest of the Classics Club as they have fun at the pool and solve the mystery that has piqued Chitanda's curiosity.",7.35
Binbougami ga!,"Comedy, Supernatural",Sunrise,"Ichiko Sakura lives life on easy mode. Blessed with good fortune, she has everything she has ever wanted, including beauty, intelligence, and wealth. Momiji Binboda is a goddess of poverty. In stark contrast to Ichiko, she is cursed with misfortune, such as a perpetual cast on her arm, a flat chest, and a box under a bridge for a home.

Their lives collide when Momiji lives up to her title and delivers some unfortunate news to Ichiko: her large amount of luck is due to her subconsciously draining the luck from those around her! Momiji has been tasked with stealing back Ichiko's fortune before she leaves everyone without enough luck to even survive. But Ichiko, with the help of the wandering monk Bobby Statice, manages to fight off the poverty goddess. This defeat forces the goddess to enlist reinforcements in the form of Kumagai, her teddy bear familiar, and the masochistic dog god, Momoo Inugami.

Insanity ensues as Ichiko's quiet life is replaced with daily battles for her fortune. To survive the chaos, Ichiko will need all the luck she can get in Binbougami ga!!",7.68
Natsuyuki Rendezvous,"Drama, Romance, Supernatural",Doga Kobo,"Ryousuke Hazuki is a young man whose heart has been stolen away, stopping by the local floral shop daily in order to catch a glimpse of the beautiful Rokka Shimao, the shop's owner. In hopes of getting close to her, he decides to get a part-time job at the shop, but before he is able to make his move, he runs into a major roadblock: in her apartment dwells a ghost who claims to be Rokka's deceased husband.

Atsushi Shimao has quietly watched over his widowed wife ever since he passed three years ago. However, Hazuki is the first person to ever notice him, and the two quickly find themselves at odds: the jealous Shimao attempts to thwart the suitor's advances and possess his body, while Hazuki simply wants the ghost to pass on for good, allowing Rokka to move on from the past and him to be with the one he loves. As both men refuse to let go of their desires, an unusual relationship forms between a troubled woman, an unrelenting ghost, and a stubborn man in love.",7.27
Persona 4 the Animation: No One is Alone,"Adventure, Mystery, Sci-Fi, Supernatural",AIC ASTA,New episode included with the 10th blu-ray volume. The episode will adapt the true ending from the original PS2 game.,7.48
